"PFOS","PFDS","PFEtCHxS","PFNA","PFDA","PFUnA","PFDoA","PFTrDA","PFTeDA","PFPeDA"
59.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
176.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
88.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
126.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
1323.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,NA,NA,NA,NA,NA,NA,NA
493.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20.74670858,NA,NA,1.553587278,1.694822485,3.19637574,0.929178994,2.371264793,0.550073964,NA
24.65,NA,NA,1.742857143,1.707142857,2.714285714,0.821428571,2.057142857,0.464285714,NA
23.34810685,NA,NA,2.665728734,2.673388874,5.048032287,1.072419606,2.328682573,0.490248963,NA
23.3701825,NA,NA,2.083301846,1.696402932,2.976145495,0.848201466,2.053540391,0.476183279,NA
25.38601698,NA,NA,2.032059364,1.862721084,3.254239996,0.765703528,2.260297916,0.485927239,NA
9.123406056,NA,NA,1.059101864,0.552245972,1.059101864,0.242080426,0.998581757,0.18156032,NA
9.42386148,NA,NA,1.148679633,0.617317626,0.906441071,0.265681004,NA,0.171911238,NA
9.816515668,NA,NA,1.176243086,0.618806145,0.805470809,0.240362718,0.987021372,0.176436463,NA
12.3481224,0.0616813707149849,NA,1.090905551,0.812376474,0.796902636,0.301739833,1.168274739,0.239844483,NA
11.61136864,0.0599642824631064,NA,1.227149018,0.812457281,1.201759728,0.33006077,1.184833534,0.211577417,NA
1.132603696,0.0547334739559894,NA,1.363747308,0.978507955,1.40997603,0.369829778,1.14801327,0.200324463,NA
14.32371559,NA,NA,6.520366237,1.722360893,1.748723559,0.395440001,1.29177067,0.246051556,NA
17.37620908,NA,NA,7.288528257,2.003227398,2.128429111,0.429263014,1.350389898,0.268289384,NA
14.70471308,NA,NA,5.45335607,1.727015523,1.805841958,0.422796331,1.275555034,0.250811383,NA
13.23693062,NA,NA,9.438734826,1.693908008,1.597861677,0.349259383,1.178750418,0.244481568,NA
4.085301545,NA,NA,8.525846702,1.7923655,2.333304637,0.41983336,1.42097445,0.234137836,NA
1.978274282,NA,NA,4.095518244,1.242552441,1.430570245,0.36786092,1.234377754,0.204367178,NA
0.570788339,NA,NA,0.0639309477592844,NA,NA,0.0767437024457461,0.0722749184549548,0.0509037962427076,NA
3.799738992,NA,NA,3.069495994,0.705488999,1.076798998,0.148524,0.519833999,0.086639,NA
0.830222892,NA,NA,0.058210434683143,NA,0.102981937337215,0.0757226316955725,0.0722921785658775,NA,NA
0.786860913,NA,NA,0.0501165392798918,NA,NA,0.0730305638061997,0.0662332827987867,NA,NA
0.300823138,NA,NA,NA,NA,0.10522196649937,NA,0.08044911214784,0.0628095531963873,NA
0.245052538,NA,NA,NA,NA,NA,NA,0.0767488983565984,NA,NA
0.962321632,NA,NA,1.028688642,0.132734018,0.829587614,NA,0.132734018,NA,NA
0.741783692,NA,NA,0.0489181348761844,NA,0.0938178221994027,NA,0.068805831736138,NA,NA
0.767899352,NA,NA,0.0438145900031493,NA,0.105279725790678,0.070347081658342,0.110918795,NA,NA
1.221654978,NA,NA,0.119602585,NA,NA,0.0665930594444131,0.179403878,0.0676521526847683,NA
2.068776208,NA,NA,0.201242822,0.0634650510887825,0.0788082177875791,NA,0.185143396,0.0552121516843194,NA
2.554742489,NA,NA,0.24861588,NA,0.0956606175949096,0.0699440462021269,0.24861588,0.0657125957269385,NA
0.936825252,NA,NA,0.0592102516555917,NA,0.166352148,0.0768640533020813,0.11381989,0.0584905139630877,NA
0.126099266,NA,NA,NA,NA,NA,NA,0.0771748424900661,NA,NA
10.95586297,NA,NA,0.960902431,1.023912427,2.37075108,0.69310995,1.724898627,0.157524989,NA
12.03585982,NA,NA,0.805215974,0.915403423,1.95794621,0.584841076,1.559576202,0.203422983,NA
7.836147934,0.067503273434776,NA,0.468975121,0.707726092,1.99527597,0.494555582,1.415452184,0.22169733,NA
9.714234723,0.0487337153904252,NA,0.918260994,0.96659052,1.933181039,0.491350181,1.184073387,0.177208262,NA
16.50261876,0.0684326926373342,NA,1.684722101,1.477960752,2.825738433,0.689204496,1.72301124,0.252708315,NA
17.91765383,0.144497208,NA,2.190273474,1.346105572,2.266324636,0.638829763,1.703546035,0.250968836,NA
11.81550538,NA,NA,0.789785601,1.470095971,3.182601384,0.953998449,3.057486833,0.430081268,NA
78.64171216,0.328608867,NA,38.41517799,20.19742302,38.7518017,5.995108102,11.02843416,1.025900852,NA
11.44050676,0.0687844008720318,NA,0.81518747,1.152687413,2.877220665,0.819835218,2.496539192,0.321307048,NA
25.16674921,0.291506748,NA,3.457593922,2.089131691,3.101307898,0.720669459,1.659968979,0.202435241,NA
19.67996095,NA,NA,5.76036124,3.34620454,5.088064437,0.901488894,1.749499634,0.198633146,NA
19.82082566,0.0828616660675092,NA,0.593141915,1.054474516,1.729997252,0.403666026,1.622902184,0.238904382,NA
18.8975351,0.236022503,NA,1.077836099,1.644290107,3.461663382,1.101438349,2.777198123,0.385503422,NA
17.75951705,0.187625942,NA,1.890692185,1.284516065,2.69171063,0.728854621,1.912341332,0.238140619,NA
26.22612654,0.271491993,NA,1.504841334,1.737548756,5.1195633,1.334189224,3.335473059,0.442144103,NA
82.81154197,0.31984795,NA,27.67411695,19.50345568,34.11469158,4.739565078,8.839434256,0.814158418,NA
31.38181987,0.395126439,NA,2.21270806,2.581492737,4.513221996,1.167818143,2.880032713,0.447809965,NA
21.49988618,0.237908577,NA,1.603680035,1.956137185,4.167805804,1.092617166,2.290971478,0.334834293,NA
26.34496674,0.327373687,NA,1.455951399,1.921166639,4.660767497,1.137192809,2.532838529,0.370449173,NA
19.01908984,0.227925178,NA,1.35066772,1.240925968,2.616918708,0.717542226,1.73898469,0.270133544,NA
6.463448986,NA,NA,0.899784082,0.44239384,0.584859653,0.149964014,0.502379446,0.0655620796586764,NA
5.295679607,NA,NA,0.631525011,0.578263865,0.951091883,0.251088257,0.563046395,0.091304821,NA
5.17320654,NA,NA,0.676087198,0.524157491,1.048314982,0.265876988,0.615315315,0.091157824,NA
7.656781304,0.0534060460165657,NA,1.200122461,0.744075926,1.128115114,0.296030207,0.832084907,0.104010613,NA
8.091660065,0.0434868974066885,NA,1.10520235,0.749958738,1.097308048,0.292089193,0.907844788,0.110520235,NA
8.173713109,0.0650893411811237,NA,1.485358042,0.840288264,1.324090597,0.331022649,0.959116907,0.110340883,NA
12.93671846,0.0600319952819968,NA,0.968713535,1.757961164,2.782421658,0.789002129,2.138126551,0.302571104,NA
12.8015991,0.0690675758415852,NA,0.951791754,1.633909178,2.63329052,0.769365001,2.252573819,0.317263918,NA
13.55124239,0.0789935417052952,NA,1.113905979,1.859070669,2.934566097,0.77589313,2.204765628,0.299602298,NA
10.36742351,0.0584527997011443,NA,1.942374428,1.715764078,2.306569633,0.606992009,1.513433408,0.291356164,NA
10.21767519,0.0781105543007375,NA,2.710176041,1.830147614,3.107357013,0.716483321,1.67439037,0.233635866,NA
9.370947685,0.0558728060420251,NA,0.708986174,0.95559006,1.733933577,0.577977859,1.317789518,0.292842115,NA
1.8,0.0622972103005172,NA,0.29,0.15,0.26,0.0633897390828501,0.37,0.31,NA
72900,NA,NA,NA,48,29,NA,NA,9.9,NA
2000,NA,NA,NA,32,13,NA,NA,14,NA
32400,NA,NA,NA,45,36,NA,NA,12,NA
9850,NA,NA,NA,67,57,NA,NA,8.8,NA
30000,NA,NA,NA,130,93,NA,NA,29,NA
12000,NA,NA,NA,140,83,NA,NA,34,NA
9190,NA,NA,NA,190,180,NA,NA,250,NA
39900,NA,NA,NA,390,240,NA,NA,190,NA
107,NA,NA,0.452851436459572,0.824271800937407,1.24,0.569009154294384,NA,NA,NA
116,NA,NA,0.338948167438251,0.882952671475001,0.759194782873779,0.63516207981888,NA,NA,NA
128,NA,NA,0.335526047031558,0.750107556932332,1.1,0.592513146612642,NA,NA,NA
236,NA,NA,0.67797414347868,0.575951465193215,0.65065036074008,0.490735850592247,NA,NA,NA
193,NA,NA,0.171784285261909,0.79367390751884,1.05,0.494956509596751,NA,NA,NA
137,NA,NA,0.46263297373927,0.537248101398898,1.03,0.489935394288074,NA,NA,NA
162,NA,NA,0.313032621360538,0.622862989388679,0.83303547612411,0.407275701678321,NA,NA,NA
162,NA,NA,0.640552842478862,0.651872697183785,0.516992150462417,0.76354228694986,NA,NA,NA
90,NA,NA,0.465064430055659,0.836293395240753,1.4,0.577137286218317,NA,NA,NA
138,NA,NA,0.364036123744662,0.680804901743621,0.747738991799866,0.610052685564382,NA,NA,NA
186,NA,NA,0.377631443777753,0.355438919729191,0.386201246672243,0.348536315467394,NA,NA,NA
159,NA,NA,0.691,0.388886051870997,0.417695589548308,0.270280763697915,NA,NA,NA
86.9,NA,NA,0.574962963974242,0.65085466410139,0.734668019805058,0.655630392304015,NA,NA,NA
155,NA,NA,0.436861870215337,0.779717772112273,0.751230207426986,0.528924737838333,NA,NA,NA
142,NA,NA,0.226313357124613,0.341514609470987,0.314021115979588,0.224426610049766,NA,NA,NA
124,NA,NA,0.944,0.41773543693026,0.391253391795919,0.18007832856888,NA,NA,NA
643,NA,NA,3.07,2.19,2.16,0.583,NA,NA,NA
971,NA,NA,5.23,3.12,3.28,0.852,NA,NA,NA
1640,NA,NA,6.63,3.9,3.61,1.8,NA,NA,NA
651,NA,NA,5.52,3.19,3.04,0.872,NA,NA,NA
564.0658694,NA,NA,3.119385477,1.490679785,1.242233154,0.310175993027212,NA,NA,NA
994,NA,NA,4.19,2.96,3.94,2.02,NA,NA,NA
787,NA,NA,5.58,3.93,4.78,1.25,NA,NA,NA
939,NA,NA,3.45,1.64,2.86,0.892,NA,NA,NA
421,NA,NA,1.56,0.771,2.14,0.935,NA,NA,NA
1220,NA,NA,2.9,1.01,3.26,1.78,NA,NA,NA
367,NA,NA,2.27,3.03,13.2,2.48,NA,NA,NA
513.132904,NA,NA,2.13203108,1.57192122,5.6010986,1.60805734,NA,NA,NA
447,NA,NA,1.56,1.72,6.75,1.59,NA,NA,NA
527.172644,NA,NA,2.04677144,0.88578764,2.71756208,0.86858788,NA,NA,NA
906,NA,NA,2.09,2.35,8.52,2.13,NA,NA,NA
672,NA,NA,1.97,2.26,13.3,2.91,NA,NA,NA
445.05145,NA,NA,2.0445928,1.9652767,7.843481,1.9652767,NA,NA,NA
408,NA,NA,1.53,1.94,6.02,1.7,NA,NA,NA
772,NA,NA,1.96,2.26,12.2,3.12,NA,NA,NA
412,NA,NA,5.06,4.63,11.5,1.94,NA,NA,NA
1020,NA,NA,3.23,2.86,2.73,0.737,NA,NA,NA
416,NA,NA,1.74,0.685,0.826,0.613,NA,NA,NA
1433.296,NA,NA,3.5742819,1.4422541,0.9943491,0.278227539363104,NA,NA,NA
1240,NA,NA,2.1,0.773,0.644,0.290872078088769,NA,NA,NA
960,NA,NA,1.71,0.410153485392412,0.413121598978299,0.31330745809817,NA,NA,NA
926,NA,NA,2.43,0.539335928507709,0.691,0.25763978455477,NA,NA,NA
1152.3708,NA,NA,1.7651394,1.4999112,1.3535784,0.69690996,NA,NA,NA
639.21184,NA,NA,1.5222936,0.4809236,0.9997152,0.47562208,NA,NA,NA
566.49636,NA,NA,1.2987188,0.537813,1.3066864,1.3465244,NA,NA,NA
759.96032,NA,NA,2.8159244,2.3155041,2.2476505,0.57590743,NA,NA,NA
359,NA,NA,1.28,0.412562434380667,0.755,0.252023840768743,NA,NA,NA
252,NA,NA,0.939,0.448153176403779,0.39459393955036,0.369356428110573,NA,NA,NA
577,NA,NA,1.84,0.754,1.19,0.245084464082395,NA,NA,NA
547,NA,NA,1.02,0.331776136932871,0.695,0.237149674822658,NA,NA,NA
562,NA,NA,1.19,0.566,0.974,0.32229688154278,NA,NA,NA
297,NA,NA,0.525,0.458434969882457,0.351620321365278,0.281119627549996,NA,NA,NA
945,NA,NA,2.82,0.941,1.6,0.262068830650788,NA,NA,NA
588,NA,NA,1.51,0.453650249739368,0.400040190877885,0.334796949564322,NA,NA,NA
662,NA,NA,4.32,0.975,1.72,0.327157015163187,NA,NA,NA
565,NA,NA,1.55,0.619,1.16,0.616,NA,NA,NA
183,NA,NA,0.473423338861905,0.664350008930422,0.777815995830621,0.561822722655965,NA,NA,NA
196,NA,NA,0.393316458149054,0.815925048572694,0.883717544556084,0.497461359594651,NA,NA,NA
175,NA,NA,0.639448324063484,0.662390560924475,1.11,0.735062343645153,NA,NA,NA
320,NA,NA,0.539736381583693,0.882323141732077,0.792009912758525,0.466811500683517,NA,NA,NA
281,NA,NA,0.52470505182858,0.719052560210696,1.4,0.439696241176955,NA,NA,NA
163,NA,NA,0.645584154194659,0.745453052611001,0.707341189340014,0.859091354275341,NA,NA,NA
344,NA,NA,0.506051822575255,0.731220225397385,0.660516470512972,0.637051384645139,NA,NA,NA
233,NA,NA,0.458959419476535,0.721906339092318,0.511925323102818,0.331469978317034,NA,NA,NA
121,NA,NA,0.8,1.01946547579669,1.36,0.518681102422719,NA,NA,NA
182,NA,NA,0.56793951319686,0.457581443365248,0.67284076584484,0.402380017842921,NA,NA,NA
1000,NA,NA,4.8,1.17,1.45,0.366126343072325,NA,NA,NA
1600,NA,NA,9.58,3.5,5.56,1.72,NA,NA,NA
1090,NA,NA,5.38,2.49,3.82,1.17,NA,NA,NA
1190,NA,NA,5.01,1.88,3.33,0.899,NA,NA,NA
1680,NA,NA,5.99,1.73,1.72,0.763,NA,NA,NA
1140,NA,NA,2.76,0.914,1.25,0.236621784509794,NA,NA,NA
1740,NA,NA,3.92,1.21,1.26,0.538,NA,NA,NA
1840,NA,NA,5.69,1.51,1.6,0.537,NA,NA,NA
1260,NA,NA,6.79,2.67,4.35,1.08,NA,NA,NA
1030,NA,NA,6.9,2.53,4.41,1.45,NA,NA,NA
333,NA,NA,2.8,1.81,4.43,0.908,NA,NA,NA
569,NA,NA,3.23,1.66,3.15,0.785,NA,NA,NA
475,NA,NA,3.66,1.74,4.42,1.08,NA,NA,NA
1100,NA,NA,4.93,1.72,3.08,0.791,NA,NA,NA
781,NA,NA,4.53,2.15,4.47,0.324330249094704,NA,NA,NA
556,NA,NA,2.93,1.53,3.87,0.723,NA,NA,NA
1060,NA,NA,4.03,1.61,3.58,0.922,NA,NA,NA
610,NA,NA,3.38,1.48,3.1,0.228583985594639,NA,NA,NA
306,NA,NA,3.14,1.57,3.72,0.868,NA,NA,NA
319,NA,NA,2.86,1.26,2.35,0.328543149836761,NA,NA,NA
262,NA,NA,0.20640524485398,9.78,5.13,31.3,NA,9.4,NA
273,NA,NA,0.169490119202536,13.3,9.59,24.7,NA,11.1,NA
304,NA,NA,0.172850267886826,9.95,8.14,27.2,NA,11.4,NA
301,NA,NA,0.188574896054218,13.5,9.69,30.8,NA,9.5,NA
219,NA,NA,0.137300192242028,12.8,5.12,31.6,NA,3.45,NA
278,NA,NA,0.166984555803231,9.52,3.55,25.5,NA,2.28,NA
350,NA,NA,0.161156150016852,12.2,4,33.1,NA,3.16,NA
3.56,0.00947181402055148,NA,0.23,0.23,0.00873338266760597,0.12,0.18,0.0296259020966266,NA
6.46,0.00730032563020004,NA,0.2,0.18,0.00918766067240319,0.11,0.24,0.0437672218488167,NA
5.4,0.0109250677392051,NA,0.15,0.17,0.00885848213135023,0.08,0.2,0.0393034190640142,NA
4.08,0.00734494034631155,NA,0.25,0.18,0.00849061399601291,0.07,0.14,0.0287438784706807,NA
6.83,0.0104888358205698,NA,0.19,0.18,0.00864158821696545,0.07,0.16,0.0248519159436181,NA
6.11,0.0125152806290633,NA,0.15,0.16,0.00892258674392207,0.07,0.13,0.0418596536759495,NA
3.32,0.0118533935490884,NA,0.0144117377682209,0.0301108496055394,0.00744706234281348,0.05,0.11,0.0291087902655818,NA
3.79,0.00704544336769358,NA,0.13,0.0321839973966167,0.00795661874709388,0.08,0.1,0.0356073277540869,NA
4.03,0.00524519913228794,NA,0.13,0.15,0.00904439628228873,0.09,0.13,0.0314839630740452,NA
4.34,0.00920290487106056,NA,0.32,0.24,0.00917829341933639,0.06,0.11,0.0287576360125041,NA
3.53,0.010509495244893,NA,0.23,0.16,0.00792208917910989,0.07,0.15,0.0432118256053011,NA
3.8,0.00908915735293507,NA,0.22,0.17,0.00814236495800934,0.09,0.12,0.0390669830679924,NA
2.68,0.0132949113452523,NA,0.13,0.22,0.00904817958311746,0.0238907873641756,0.13,0.0351946171527633,NA
5.5,0.0167373396450937,NA,0.17,0.45,0.19,0.09,0.23,0.0441208496780236,NA
4.05,0.0065254592551618,NA,0.0219539130061102,0.27,0.00891075963924165,0.07,0.15,0.0341401578891374,NA
4.82,0.0103042738769052,NA,0.38,0.3,0.13,0.07,0.18,0.0383673868435247,NA
4.5,0.011670016754301,NA,0.0215712684186074,0.33,0.16,0.08,0.24,0.0395256970226883,NA
1.65,0.00793626987973032,NA,0.36,0.24,0.00915925981453363,0.06,0.1,0.0361066752419658,NA
8.43,0.0110305706119956,NA,0.48,0.43,0.18,0.14,0.45,0.02908186150449,NA
3.12,0.0149388805294423,NA,0.14,0.26,0.0079418583037432,0.09,0.19,0.0369744858367176,NA
4.61,0.00904321878753301,NA,0.7,0.49,0.33,0.13,0.34,0.0430416446808478,NA
11.7,0.09,NA,0.2,0.38,0.3,0.15,0.45,0.0377973389550396,NA
35.3,0.65,NA,0.38,0.55,0.00877301431915813,0.37,0.71,0.23,NA
12.6,0.1,NA,0.21,0.35,0.35,0.18,0.47,0.0405221838404682,NA
14.6,0.09,NA,0.56,0.66,0.69,0.36,0.51,0.24,NA
12.8,0.0107424273643788,NA,0.22,0.28,0.05,0.07,0.05,0.1,NA
9.83,0.0100192337366062,NA,0.12,0.26,0.22,0.13,0.31,0.0334246013961116,NA
10.9,0.0100419155409645,NA,0.1,0.26,0.14,0.15,0.11,0.07,NA
16.5,0.12,NA,0.11,0.36,0.29,0.22,0.58,0.0343191904500167,NA
21.8,0.12,NA,0.18,0.42,0.4,0.2,0.35,0.0289319751946512,NA
26.4,0.02,NA,0.26,0.38,0.00900107908003524,0.17,0.46,0.17,NA
10.7,0.02,NA,0.19,0.22,0.00890844480825479,0.08,0.02,0.07,NA
19.7,0.02,NA,0.25,0.31,0.00939879032542171,0.19,0.39,0.11,NA
11.8,0.02,NA,0.19,0.24,0.00824504030692344,0.1,0.0217390303273424,0.1,NA
11.9,0.02,NA,0.24,0.27,0.00903318135383506,0.06,0.0204642494251599,0.0233959226689931,NA
3.38,0.00843901046846279,NA,0.0143040594301654,0.14,0.03,0.01,0.0153742089004632,0.0367661276770698,NA
18,0.02,NA,0.37,0.47,0.00942158807272433,0.29,0.55,0.29,NA
13.3,0.15,NA,0.34,0.7,1.38,0.42,1.15,0.26,NA
9.22,0.08,NA,0.17,0.38,0.49,0.18,0.5,0.0425928319298067,NA
11.3,0.0136988167488084,NA,0.18,0.22,0.2,0.13,0.44,0.0381135830499021,NA
12.7,0.08,NA,0.16,0.28,0.24,0.13,0.42,0.0400339545922082,NA
10.5,0.02,NA,0.16,0.23,0.0092819595397787,0.07,0.0215963383722245,0.12,NA
3.63,0.0133336358795785,NA,0.14,0.19,0.15,0.09,0.36,0.0361879172772835,NA
8.95,0.1,NA,0.24,0.73,1.25,0.42,0.94,0.0445029619920435,NA
11.7,0.07,NA,0.2,0.55,0.36,0.22,0.58,0.0408985444809738,NA
2.3,0.00597174784482477,NA,0.0161377988727918,0.0326212765861776,0.00606154603009673,0.06,0.1,0.0166470673504705,NA
12.6,0.0080124204519483,NA,0.22,0.24,0.19,0.09,0.3,0.0373910748430684,NA
9.85,0.0100090532644184,NA,0.13,0.19,0.13,0.07,0.17,0.0380695176305221,NA
6.61,0.00978141164028933,NA,0.0170588037980554,0.21,0.13,0.1,0.23,0.0351382543809256,NA
6.78,0.0119249651442709,NA,0.19,0.21,0.12,0.09,0.32,0.0335612678831095,NA
23.4,0.13,NA,0.27,0.44,0.42,0.21,0.37,0.035055416121817,NA
12.6,0.07,NA,0.22,0.3,0.22,0.12,0.33,0.0373854049471282,NA
6.95,0.012088072827775,NA,0.0212503684461356,0.14,0.12,0.06,0.15,0.030249626624039,NA
8.64,0.0110668925848341,NA,0.0174698641884774,0.16,0.14,0.06,0.24,0.0405943600769541,NA
16.2,0.02,NA,0.08,0.25,NA,0.05,0.0235544162481611,0.08,NA
5.95,0.0121879781984823,NA,0.0262307070235288,0.0320191922392361,0.00848323980511971,0.06,0.17,0.0374254864694479,NA
11.9,0.0132105210358066,NA,0.28,0.27,0.16,0.1,0.27,0.0345788027203036,NA
18.5,0.17,NA,0.31,0.78,0.87,0.46,1.44,0.3,NA
0.0071138229594968,NA,NA,0.0174584503422156,0.0304076825585526,0.0080787599193307,0.0187814295959201,0.0236962565313698,0.0417529237954098,NA
9.32,NA,NA,0.2,0.24,0.19,0.08,0.16,0.0387256655283033,NA
21.4,0.11,NA,0.23,0.24,0.18,0.1,0.23,0.0325280399722836,NA
6.88,0.02,NA,0.22,0.11,0.00898467383923722,0.04,0.0199727317503145,0.0313514388026969,NA
8.43,0.0150099901758345,NA,0.13,0.16,0.15,0.08,0.11,0.0332376024048833,NA
6.39,0.0100533169653609,NA,0.0178802984288939,0.14,0.03,0.04,0.08,0.0268437630938781,NA
5.31,0.0143430870569964,NA,0.18,0.18,0.14,0.09,0.26,0.0327673792024947,NA
4.58,0.0106060582108002,NA,0.0211258473877411,0.0339711831597204,0.03,0.05,0.12,0.0263958535085826,NA
12.2,0.0092183863819796,NA,0.26,0.25,0.19,0.09,0.16,0.0347518943068409,NA
8.04,0.0068149970470476,NA,0.0239925412880715,0.17,0.03,0.05,0.08,0.0284540429849916,NA
1.16,0.0120773790367851,NA,0.0234682697251551,0.0350166138126412,0.03,0.0271111754669945,0.0224870783170398,0.0269919758956974,NA
2.83,0.00740958384683206,NA,0.0179091907702198,0.0307779695424435,0.03,0.0233108890084847,0.021346194936164,0.0230826442495985,NA
9.26,0.0110607235883206,NA,1.32,0.75,0.39,0.11,0.21,0.0356757187976931,NA
12.9,0.00935980902932589,NA,1.7,0.94,0.63,0.14,0.27,0.0367681667433047,NA
12.6,0.0138479499301201,NA,2.35,0.95,0.65,0.16,0.29,0.0363279745199482,NA
10.3,0.0111747234973746,NA,2.79,1.78,1.21,0.27,0.46,0.0389411768793818,NA
16.8,0.0149654875933163,NA,7.46,4.26,3.12,0.67,0.91,0.26,NA
19.2,0.11,NA,7.65,5.86,4.33,0.99,1.44,0.23,NA
15.6,0.0125285220417299,NA,2.32,1.71,0.96,0.17,0.23,0.0449253155967503,NA
21.2,0.09,NA,3.13,1.88,1.57,0.36,0.2,0.0330029837145632,NA
20.2,0.09,NA,3.89,1.98,1.33,0.31,0.65,0.0416042249270544,NA
20.6,0.0106512465209734,NA,0.17,0.51,0.68,0.25,0.53,0.0313955562243577,NA
8.34,0.02,NA,0.21,0.16,0.00903765164643665,0.0249788083432958,0.019835857228444,0.0354700324503979,NA
7.33,0.00779938983355169,NA,0.18,0.24,0.16,0.08,0.13,0.0363939469799397,NA
14.8,0.1,NA,0.34,0.51,0.39,0.14,0.34,0.0327591320430813,NA
0.00825323719128234,0.0038989797410508,NA,0.0150356409300421,0.0205301930790191,0.00382590429295311,0.0132975223152706,0.0196189947868819,0.0370670531094474,NA
19.6,0.1,NA,0.48,0.34,0.26,0.12,0.35,0.041922189215125,NA
28.3,0.13,NA,0.4,0.43,0.33,0.15,0.51,0.0428130399654783,NA
8.22,0.01,NA,0.21,0.25,0.00910636355204028,0.03,0.0207672461708223,0.12,NA
14,0.00810559642278574,NA,0.32,0.2,0.21,0.11,0.24,0.0387774999324236,NA
11.4,0.07,NA,0.25,0.49,0.31,0.14,0.35,0.0411242583325303,NA
14,0.02,NA,0.18,0.19,0.00703382388458757,0.06,0.0151182348218647,0.07,NA
12.2,0.0082364153002182,NA,0.27,0.42,0.24,0.1,0.17,0.0420717153429477,NA
17.7,0.0089396405507643,NA,0.15,0.17,0.00925217330966864,0.05,0.16,0.0289776204747598,NA
1.32,0.0114027512782403,NA,0.13,0.17,0.00890490429577323,0.05,0.18,0.0350448776535235,NA
3.11,0.00832570241320067,NA,0.0238817131945755,0.0306321706849565,0.00695214633077583,0.0194548494165425,0.16,0.0415494632947208,NA
3.25,0.0118445705545787,NA,0.0166162022665308,0.0329096689757035,0.00802119591423514,0.06,0.14,0.0402973366738348,NA
2.92,0.0142798487977459,NA,0.3,0.26,0.17,0.08,0.18,0.0315225961626154,NA
6.2,0.0164011510443021,NA,0.12,0.21,0.17,0.1,0.17,0.0365722230722678,NA
2.38,0.0120833423017468,NA,0.0149329418143143,0.0275448333480136,0.00798234071156848,0.0197498886270875,0.08,0.031203776904839,NA
8.41,0.00862989898281387,NA,0.27,0.39,0.24,0.12,0.37,0.0407346619737316,NA
8.72,0.00989198202295385,NA,0.17,0.16,0.02,0.04,0.07,0.07,NA
0.0019416094925109,0.00732157755062238,NA,0.0147584330287705,0.0275220537523825,0.00588511028288663,0.0252414423001781,0.0183483486657536,0.0334526397974419,NA
11.6,0.0147705308567645,NA,0.25,0.24,0.24,0.1,0.29,0.0292174047346369,NA
3.89,0.0094390928296964,NA,0.0202787321693736,0.0337149882093264,0.00844326137409059,0.04,0.1,0.0329751028976143,NA
12.7,0.00876499834918688,NA,0.16,0.24,0.2,0.1,0.27,0.0414202942670389,NA
12.1,0.00738842137951965,NA,0.16,0.18,0.02,0.07,0.08,0.08,NA
6.46,0.0126336729558173,NA,0.15,0.17,0.18,0.1,0.22,0.0328590436453291,NA
8.56,0.0138967641887585,NA,0.29,0.24,0.15,0.07,0.17,0.0322292740633102,NA
7.68,0.00695470271390548,NA,0.1,0.14,0.02,0.0253359512406509,0.08,0.0266209870692428,NA
0.98,0.00479310448927467,NA,0.09,0.13,0.02,0.0200118162662393,0.0152700761607604,0.0312858733951601,NA
8.87,0.0113322014611252,NA,0.18,0.22,0.17,0.1,0.2,0.0401632760436767,NA
6.75,0.02,NA,0.11,0.19,0.08,0.09,0.0196724110505264,0.11,NA
10.7,0.00937551563836261,NA,0.14,0.14,0.02,0.04,0.05,0.0295705337541577,NA
17.5,0.1,NA,0.35,0.63,0.34,0.17,0.35,0.040933666468896,NA
14.4,0.00558813174456802,NA,0.12,0.1,0.02,0.05,0.05,0.0165271869937887,NA
18.2,0.04,NA,0.81,0.51,0.43,0.26,0.21,0.0388650097081658,NA
12.3,0.02,NA,0.23,0.16,0.00896081776141067,0.06,0.0203648001748663,0.07,NA
9.9,0.02,NA,0.2,0.13,0.00880445411269175,0.06,0.0265204946126026,0.12,NA
4.01,0.0113174148675189,NA,0.19,0.33,0.25,0.09,0.09,0.0278066723925159,NA
5.12,0.00986457632327789,NA,0.21,0.32,0.23,0.1,0.13,0.0371853301840995,NA
1.51,0.0144727700141212,NA,0.3,0.24,0.00917216147402084,0.07,0.15,0.0392394290658298,NA
2.46,0.0137623153157462,NA,0.31,0.28,0.13,0.07,0.15,0.0396537370122399,NA
2.17,0.0157623531417474,NA,0.27,0.24,0.14,0.07,0.16,0.0378139534473452,NA
1.96,0.0108893002630549,NA,0.23,0.26,0.19,0.11,0.27,0.0357667476626257,NA
75.9,0.65,NA,42.3,18.4,16.1,2.28,2.65,0.68,NA
